,caption,i-e,s-n,t-f,j-p
14399,Voice out! @dale.creative on keys. @saxofshaolin on Sax. @cocoabassie on bass Alex on drums,0.0,0.0,0.0,1.0
14400,@royal_khaoz featuring @dale.creative on keys at Voice Out,0.0,0.0,0.0,1.0
14401,PART 1! College Love. NCU present and past students! UWI... UTech... Colleges around the world... Who can relate? #repost see full video on YouTube. #collegelove #jamaicanpoetry #northerncaribbeanuniversity #universitylove #collegedating,0.0,0.0,0.0,1.0
14402,Part 2! College Love. My girl should never be at Cedar Hall (male dorm) lol. Do we agree with the laws so far? Stay tuned for the rest. Or check out the full video on my YouTube channel 'Dale Honeyghan',0.0,0.0,0.0,1.0
14403,"PART 3! College Love! ...post credits @ameli_yes
#collegedating #universitylove #jamaicanpoetry #jamaicanspokenword",0.0,0.0,0.0,1.0
14404,"Flavia - Love is You. @dale.creative on keys
@banana.lady @beboldtoya @kashma_dhope",0.0,0.0,0.0,1.0
14405,"Part 1. December! Did I miss any part of Christmas in Ja? 
See full video on YouTube. See link to channel in bio
#jamaicanpoetry #christmasinjamaica #jamaicancreatives #jamaicanspokenword",0.0,0.0,0.0,1.0
14406,"Part 2. December! 
Did I miss any important part of Christmas in Ja? Big up to all yardies about to freeze in the next 4 months with me! #alieninnewyork",0.0,0.0,0.0,1.0
14407,"When @kevin2wokrayzee posts my work, people that I don't even know in NY be responding. Big up @nellz_paj thanks for reaching out. 28 copies left. Hit me up NY. And big up the big boss, Kevin.",0.0,0.0,0.0,1.0
14408,"These chesta reunions are the best! Class of 08! Sorry you had to wait a year, Ava. 27 copies left. Hit me up!",0.0,0.0,0.0,1.0
14409,"Snippet from my poem ""Green"". Who remembers my performance of this in Chapel? 😂😂😂 Those who know...know",0.0,0.0,0.0,1.0
14410,Excerpt from my latest poem 'Promise',0.0,0.0,0.0,1.0
14411,This is probably my most favorite line...ever,0.0,0.0,0.0,1.0
14412,"@dale.creative on the Greatest Blessing Challenge! If you don't what I am talking about, check out my good friend's music  @dielmusic",0.0,0.0,0.0,1.0
14413,"Snippet from my poem 'War!' We declare war, against the enemy! @dale.creative 
#christianpoetry #christianspokenwordartist #spiritualwarfare",0.0,0.0,0.0,1.0
14414,"Vibrations.
#poetsofinstagram #wordpost",0.0,0.0,0.0,1.0
14415,Roxanna! Haven't seen you in forever! Came all the way to NY from Florida for her copy! Ok not really....but came from Long Island to Brooklyn. So grateful! They running out! Hit me up!,0.0,0.0,0.0,1.0
14416,Coming to you soon!,0.0,0.0,0.0,1.0
14417,Check out the live performance. 'Promise',0.0,0.0,0.0,1.0
14418,"My debut album, A.M.!!!!! Never thought my first album would be a poetry album. But, here it is! My poems, with music produced by Wilton James. Including a couple of amazing features. Available this October. Hit me up now if you would like a copy. First 100 people to indicate will get this project at a discounted price. A.M. available really soon!",0.0,0.0,0.0,1.0
14419,Joelle! Thank you so much! 17 left! Hit me up!,0.0,0.0,0.0,1.0
14420,Throw back!,0.0,0.0,0.0,1.0
14421,Excerpt from my poem 'Green',0.0,0.0,0.0,1.0
14422,Popped up at Shahaye practice last night. Was asked to teach Dr Andrew Marshall's 'All a Unnu'. Always a pleasure working with this set.,0.0,0.0,0.0,1.0
14423,From my poem 'Light',0.0,0.0,0.0,1.0
14424,"Closing the Whet Lips chapter, as A.M. rolls in. Hit me up if you are in Jamaica and want one of the last copies of Whet Lips asap! Appreciate the support fam!",0.0,0.0,0.0,1.0
14425,"Sale out!!!!! If you are in the Mandeville area, you can now get Whet Lips for ... Wait for it.... $100 Jamaica dollars!!!! Limited copies left! Hit me up!",0.0,0.0,0.0,1.0
14426,NCU clearance sale out! $100 jmd. Talk fast!,0.0,0.0,0.0,1.0
14427,"Dale AM 'Sticky' feat Chamelle Williams. Is out on YouTube (not available on YouTube in Jamaica) but if in Jamaica, you can get it on Spotify, iTunes, Apple Music, Deezer, iHeartRadio and MediaNet. Check it out!",0.0,0.0,0.0,1.0
14428,"In high school, I fell in love with rap music. Right after high school, I found myself in an eclectic group called Gospel Formula. It was then that I wrote this piece. A decade later, it is included in my debut album A.M  to be released this month, featuring Deborah Delisser. Currently taking orders. First 100 get a discount. Hit me up asap.",0.0,0.0,0.0,1.0
14429,Hunger Game! One of the pieces on my debut album AM which is now available on Deezer. Hit me up to get a custom made thumbdrive with my full album on it! First 100 persons get a discounted price!,0.0,0.0,0.0,1.0
14430,DM me for your copy today!,0.0,0.0,0.0,1.0
14431,"Why does Amelia look like she is on the verge of tears? Lol... AM...being played in Manitoba, Canada. DM me if you want a copy.",0.0,0.0,0.0,1.0
14432,Listening Party part 1 @ Northern Caribbean University. Hit me up for your copy today!,0.0,0.0,0.0,1.0
14433,Fruit for Thought featured on my album AM... One of my favorite pieces. Hit me up today to listen to it.,0.0,0.0,0.0,1.0
14434,A taste of Fruit for Thought. Message me to hear the full song,0.0,0.0,0.0,1.0
14435,'Heart'. Another one from my album AM. Message me to secure your copy!,0.0,0.0,0.0,1.0
14436,@adamkromelow improv on Hunger Game by Dale AM,0.0,0.0,0.0,1.0
14437,Sticky in now on YouTube everywhere. Look for Dale AM Sticky feat Chamelle Williams,0.0,0.0,0.0,1.0
14438,Sticky! Featuring Chamelle Williams. See link to full video in bio. DM me for full album,0.0,0.0,0.0,1.0
14439,Yoonmi Improv on Sticky by Dale AM,0.0,0.0,0.0,1.0
14440,They have arrived!,0.0,0.0,0.0,1.0
14441,First sale! Hit me up for your copy!,0.0,0.0,0.0,1.0
14442,The AM tour has officially begun. First stop... Brooklyn NY,0.0,0.0,0.0,1.0
14443,"Next stop, Bronx NY. AM meets @bellesessential I bought her soap... She getting my album",0.0,0.0,0.0,1.0
14444,"Next stop! Home town, Mandeville Jamaica. Old high school, Manchester High!",0.0,0.0,0.0,1.0
14445,Hit me up for my debut album! Wherever you are,0.0,0.0,0.0,1.0
14446,NCU! Hit me up!,0.0,0.0,0.0,1.0
14447,"Mandeville hit me up! Kingston, you are next",0.0,0.0,0.0,1.0
14448,"Wednesday is Ochi, Mobay, Sav and everything in between. Hit me up!",0.0,0.0,0.0,1.0
14449,University Hospital of the West Indies! Kingston hit me up!!!!!,0.0,0.0,0.0,1.0
14450,Two in one special! New Kingston!,0.0,0.0,0.0,1.0
14451,One of my biggest supporters!!!! Claudi!!!!,0.0,0.0,0.0,1.0
14452,Eltonette!,0.0,0.0,0.0,1.0
14453,Classmate....chesta!,0.0,0.0,0.0,1.0
14454,Purple Diamond just got hers,0.0,0.0,0.0,1.0
14455,Claudi!!!! Live reaction...Sticky!,0.0,0.0,0.0,1.0
14456,"Little London High School, Westmoreland",0.0,0.0,0.0,1.0
14457,Montego Bay! Hit me up fam!,0.0,0.0,0.0,1.0
14458,Mobay link up! Hit me up!,0.0,0.0,0.0,1.0
14459,Back in Manchester!,0.0,0.0,0.0,1.0
14460,Support from my old drummer 👌🏽,0.0,0.0,0.0,1.0
14461,Lyrae!,0.0,0.0,0.0,1.0
14462,Dale and Leslie review part 1,0.0,0.0,0.0,1.0
14463,Back in Brooklyn @abraham_henry__,0.0,0.0,0.0,1.0
14464,Dale and Leslie's review part 2,0.0,0.0,0.0,1.0
14465,Dale AM... Manhattan NY. The Gathering!,0.0,0.0,0.0,1.0
14466,"""So while others jingle bells while dashing through the snow
Or swop saliva while standing under mistletoe
Or take twigs for arms and a carrot for a nose
Or sing about a partridge eating avocados""",0.0,0.0,0.0,1.0
14467,Perfect way to bring in the month of December!!!,0.0,0.0,0.0,1.0
14468,"Next stop... Voice Out... An extremely supportive space that I have been accepted in. Appreciate the love! 
@kashma_dhope @damiedon @theofficialbama @dretegs @beboldtoya @boss_latoya7 @picturedmoon @citoblanko @cocoabassie @saxofshaolin @diegocebollero @marley_mar_ @nikkiofalltrades_ @energy_upp @vassell10 @ahoodrathippie",0.0,0.0,0.0,1.0
14469,'Tansin' a poem for my deceased grandmother... Featuring Shahaye. Here it on my album AM. DM me for your copy,0.0,0.0,0.0,1.0
14470,Thank you Maureen. Brooklyn NY. Hit me up for your copy,0.0,0.0,0.0,1.0
14471,Dale AM - December. Now on YouTube! See link in bio,0.0,0.0,0.0,1.0
14472,"Queens, NY",0.0,0.0,0.0,1.0
14473,Yoonmi Improv over Dale AM's 'December'. See link to the original in my bio,0.0,0.0,0.0,1.0
14474,'December'... In Kingston City,0.0,0.0,0.0,1.0
14475,'December' listening party. See link to full song in bio. Dale AM - December,0.0,0.0,0.0,1.0
14476,"December! From Bronx NY to Jamrock. Full song released on YouTube this week. Full album now available. #AM
#christmasinja #jamaicanpoetry #jamaicansinny #currygoat",0.0,0.0,0.0,1.0
14477,Mortimer - Lightning. Dale AM reharm. Brooklyn NY,0.0,0.0,0.0,1.0
14478,A.M. Get yours today,0.0,0.0,0.0,1.0
14479,Sleep. #AM,0.0,0.0,0.0,1.0
14480,Get it.,0.0,0.0,0.0,1.0
14481,"Perfect way to close out the year. Last sale of 2019. Who will be first in 2020? Appreciate you, @rle_i",0.0,0.0,0.0,1.0
14482,Meanwhile in Jamaica... Hit me up Ja! Get my album AM today. Thank you Mouricia!,0.0,0.0,0.0,1.0
14483,Partially responsible for my move to Brooklyn. Always showing support. AM!,0.0,0.0,0.0,1.0
14484,Jade!,0.0,0.0,0.0,1.0
14485,@tonii_carise AM Medley,0.0,0.0,0.0,1.0
14486,Dale AM - Hunger Game. Just released on YouTube!,0.0,0.0,0.0,1.0
14487,Hunger Game. Listening Party. See link to full song in bio,0.0,0.0,0.0,1.0
14488,"Portmore, Jamaica. Team A.M. Thank you Ms Bonner!",0.0,0.0,0.0,1.0
14489,"Mandeville Jamaica, Team AM. Get yours today",0.0,0.0,0.0,1.0
14490,"I really appreciate when my Chesta classmates reach out and support. Big up yourself Kenardo. Team AM 
#chesta #manchesterhigh #jamaicanpoetry #jamaicanspokenword",0.0,0.0,0.0,1.0
14491,My second mom... Always supporting. Team AM!,0.0,0.0,0.0,1.0
14492,Kingston Jamaica. Appreciate the support Orlando. Team AM!,0.0,0.0,0.0,1.0
14493,Bronx NY. Thanks Nicky! Team AM,0.0,0.0,0.0,1.0
14494,"Spanish Town, Jamaica! Hit me up for your copy today. Big up yourself Taje",0.0,0.0,0.0,1.0
14495,Team AM. Big up yourself Damion! Hit me up for your copy,0.0,0.0,0.0,1.0
14496,@rickolynch appreciate the support! Team AM!,0.0,0.0,0.0,1.0
14497,"Get yours before they are sold out (our at least book it, we will keep it safe :) ) Thanks Kamesha",0.0,0.0,0.0,1.0
14498,Chesta! Team AM.,0.0,0.0,0.0,1.0
14499,Now on YouTube! Dale AM - Bang Bang feat Deborah Delisser. See link in bio,0.0,0.0,0.0,1.0
14500,"Get the full AM experience for yourself! (including of a Shahaye feat, a piano solo and more) Thank you Sibrena!",0.0,0.0,0.0,1.0
14501,@adriennejaj2 cover of Bang Bang by Dale AM. See original on YouTube,0.0,0.0,0.0,1.0
14502,Alright Candice! Bang Bang by Dale AM. Now on YouTube,0.0,0.0,0.0,1.0
14503,East New York SDA. Thank you @_samm.sss,0.0,0.0,0.0,1.0
14504,Bang Bang by Dale AM now on YouTube,0.0,0.0,0.0,1.0
14505,Heart by Dale AM. Now on YouTube,0.0,0.0,0.0,1.0
14506,Dale AM - Heart. Now on YouTube. See link in bio,0.0,0.0,0.0,1.0
14507,"Get my album AM today. Thank you Donicea! Mt St Joseph, Mandeville",0.0,0.0,0.0,1.0
14508,@yourstrulymst #teamAM,0.0,0.0,0.0,1.0
14509,Dale AM - Black. Now on YouTube,0.0,0.0,0.0,1.0
14510,Brooklyn NY. Living Word SDA. Samuel showing his support. TeamAM,0.0,0.0,0.0,1.0
14511,Bang Bang by Dale AM. Check it out on YouTube,0.0,0.0,0.0,1.0
14512,Judeen! Thank you! NY link up. Team AM!,0.0,0.0,0.0,1.0
14513,Dale AM @mygen.church,0.0,0.0,0.0,1.0
14514,Mic Night.,0.0,0.0,0.0,1.0
14515,NCU! Team AM! Thank you @_rsamuels,0.0,0.0,0.0,1.0
14516,Business Swap. @mac_alex876 Foreverhumble and AM. #support,0.0,0.0,0.0,1.0
14517,Business Swap. @poetic_lifestyle_ and AM. #support,0.0,0.0,0.0,1.0
14518,"This one is a special one for me. Dedicated to my grandmother, with the help of my Shahaye family. Tansin. Now on YouTube. See link in bio",0.0,0.0,0.0,1.0
14519,"In light of this spreading virus, fruits and sleep are a must! In light of that... 'Fruit for Thought' and 'Sleep'! Both now on YouTube!",0.0,0.0,0.0,1.0
14520,Sleep! Now on YouTube!,0.0,0.0,0.0,1.0
14521,Dale AM Fruit for Thought Challenge. Boost your immune system and boost my song. Win win! Stay safe fam!,0.0,0.0,0.0,1.0
14522,Dale AM - Fruit for Thought. Now on YouTube,0.0,0.0,0.0,1.0
14523,Fruit for Thought Challenge!,0.0,0.0,0.0,1.0
14524,Fruit for Thought Challenge @jhavellerichards,0.0,0.0,0.0,1.0
14525,From my poem 'Fruit for Thought'.,0.0,0.0,0.0,1.0
14526,Purple Heart. A piano rendition of my poem 'Heart',0.0,0.0,0.0,1.0
14527,10/10 Fruit for Thought. Full AM release! Tag 3 people in your favorite poem!,0.0,0.0,0.0,1.0
14528,9/10 Tansin. Full AM release. Tag 3 people in your favorite poem,0.0,0.0,0.0,1.0
14529,8/10 Purple Heart. Full AM release. Tag 3 people in your favorite poem,0.0,0.0,0.0,1.0
14530,7/10 Sticky. Full AM release. Tag 3 people in your favorite poem,0.0,0.0,0.0,1.0
14531,6/10 Heart. Full AM release. Tag 3 people in your favorite poem,0.0,0.0,0.0,1.0
14532,5/10 Hunger Game. Full AM release. Tag 3 people in your favorite poem,0.0,0.0,0.0,1.0
14533,4/10 Bang Bang. Full AM release. Tag 3 people in your favorite poem,0.0,0.0,0.0,1.0
14534,3/10 Sleep. Full AM release. Tag 3 people in your favorite poem,0.0,0.0,0.0,1.0
14535,2/10 December. Full AM release. Tag 3 people in your favorite poem,0.0,0.0,0.0,1.0
14536,1/10 Intro. I am the Wordsmith. Full AM release. Tag 3 people in your favorite poem,0.0,0.0,0.0,1.0
14537,I have a best friend and her name is Hunger,0.0,0.0,0.0,1.0
14538,Be encouraged in 2020,0.0,0.0,0.0,1.0
14539,'Stones' written by Dale Honeyghan. Send me your cover. Original on YouTube @savvz_angel,0.0,0.0,0.0,1.0
14540,"Be encouraged fam. 'Stones'by Dale Honeyghan. See original on YouTube 
@tpr._.tiffy",0.0,0.0,0.0,1.0
14541,"""...to eternity"" We will understand it better one day. Song: Stones - Dale Honeyghan. See original on YouTube. @amoy_nelly",0.0,0.0,0.0,1.0
14542,"All the way from Ordu, Turkey. Stones - Dale Honeyghan. Original on YouTube. @williamsyanique",0.0,0.0,0.0,1.0
14543,Tell them Shara! See original song on YouTube. Stones - Dale Honeyghan,0.0,0.0,0.0,1.0
14544,'Stones' by Dale Honeyghan. @adriennejaj2,0.0,0.0,0.0,1.0
14545,Song: Stones - Dale Honeyghan. @jswallace242,0.0,0.0,0.0,1.0
14546,Flavia! 'Stones' by Dale Honeyghan. Link to original in bio,0.0,0.0,0.0,1.0
14547,Check out my new poem 'After' on my YouTube channel. Subscribe! And click the notification bell. New material coming out daily!,0.0,0.0,0.0,1.0
14548,Spoken Word Poetry on domestic violence,0.0,0.0,0.0,1.0
14549,"@winstondehaney & @geoo.banks killing my song 'Stones'. See the original on YouTube. Dale Honeyghan - Stones
#stones #acapella #sextet #ncu #gospelmusic",0.0,0.0,0.0,1.0
14550,"@ashiibabii93 vibing to my Dale AM album. Available on Apple Music, Spotify, iTunes, Tik Tok and all other platforms.",0.0,0.0,0.0,1.0
14551,Spoken Word Poetry for my future daughter... my flower!,0.0,0.0,0.0,1.0
14552,Always a pleasure being back with this set. #shahaye,0.0,0.0,0.0,1.0
14553,Poem for Mother's Day. Spoken Word,0.0,0.0,0.0,1.0
14554,Hope all the mothers had a great one!,0.0,0.0,0.0,1.0
14555,Covid getting in our way! Shahaye in Brooklyn Summer 2019. Song: Walls by Dale Honeyghan,0.0,0.0,0.0,1.0
14556,Outside! ... with this unruly set...,0.0,0.0,0.0,1.0
14557,Shahaye - Praise to the Lord,0.0,0.0,0.0,1.0
14558,Shahaye @Shiloh SDA,0.0,0.0,0.0,1.0
14559,Tired of ministering to the camera on my phone...,0.0,0.0,0.0,1.0
14560,New release!!!!! On YouTube!!!! Link in my bio!,0.0,0.0,0.0,1.0
14561,Recording session for the 'Tansin' outro. This piece is dedicated to my deceased grandmother. Check out the final product on YouTube. Tansin feat Shahaye,0.0,0.0,0.0,1.0
14562,"Source - Dale Honeyghan. See full poem on YouTube. Link in bio
#spokenword #marvel #avengers #dccomics #ironman #poetry #marvelcomics #blackpanther  #thor",0.0,0.0,0.0,1.0
14563,Go get my poetry album. Three dope feats. Great production. Go geddit!!!,0.0,0.0,0.0,1.0
14564,Let's have a vote! Listen to my piece 'Source' (link in my bio) and comment which pic is more fitting to be the official art ... A: Thor or B: Groot,0.0,0.0,0.0,1.0
14565,We have a winner! 'Source'! Link in my bio,0.0,0.0,0.0,1.0
14566,Check it out! ENIGMA by Dale Honeyghan!,0.0,0.0,0.0,1.0
14567,"THORoughly worthy to lift any hammer, low-key... I am the little brother of a God...Loki",0.0,0.0,0.0,1.0
14568,Locked down but locked in His Word. New devotional coming to you soon!,0.0,0.0,0.0,1.0
14569,Covid-19 won't stop my praise!,0.0,0.0,0.0,1.0
14570,"Every poem since the shutdown. Which is your favorite? Light? Enigma? Source? Dahlia? Promise? After? Let me know!!!
#brooklynpoet #brooklynspokenword #nypoet #nypoetry #nyspokenword #christianspokenword #jamaicanpoetry #jamaicanspokenword",0.0,0.0,0.0,1.0
14571,"Playing for my degree.
#classicalpiano #jamaicanpianist #haydn #sonatainbminor",0.0,0.0,0.0,1.0
14572,Tenors and bass switch. Sopranos and Altos switch. Let's see what happens. Walls composed by Dale Honeyghan. Shahaye,0.0,0.0,0.0,1.0
14573,"Senior recital 2016 
#classicalpiano #jamaicanpianist #rachmaninoffpreludeincsharpminor",0.0,0.0,0.0,1.0
14574,Who's your money on?????? Link to full poem in bio #bountykillervsbeenieman #beenievsbounty,0.0,0.0,0.0,1.0
14575,Love with an Older Woman - Dale Honeyghan. Now on YouTube. #bountyvsbeenie #beenievsbounty #beenieman #bountykillavsbeenieman #bountykilla #dancehallclash #dancehallclash2020 #beeniemanvsbountykiller,0.0,0.0,0.0,1.0
14576,"Comment your favorite poem! I will post repost the full poem with the most mentions. College Love, Hershey's, December, Love with an Older Woman. #jamaicanpoetry #jamaicanspokenword #wordplay",0.0,0.0,0.0,1.0
14577,Shahaye - Zionland 2017. Composed by Dr Andrew Marshall. Conducted by Dale Honeyghan #choralemusicmatters #choirmusicrocks #choirmusiclive #choirmusicisglobal,0.0,0.0,0.0,1.0
14578,Found these original scripts for my book 'Whet Lips' the other day. It started as just an idea but God allowed it to open many doors. Follow through on your ideas/goals/dreams. It's worth it! Keep pushing fam! #poeticauthor #poetrybookclub #poetrybooksofinstagram #poetrybookforsale,0.0,0.0,0.0,1.0
14579,"Let's make some money fam! DM me or comment if you are curious.
#makemoneyathomeparttime #businessathome #workonline #diversifyportfolio #multiplestreamsofincome",0.0,0.0,0.0,1.0
14580,"Link to full poem in bio
#georgefloyd #georgefloydkilled",0.0,0.0,0.0,1.0
14581,"Missing someone in this lockdown?
#poetryofinstagram #poetrylovers #spokenwordartist #spokenwordpoet #spokenwordspoetry",0.0,0.0,0.0,1.0
14582,#spokenword #poetry #poetrycommunity #spokenwordpoetry #brooklynpoetryslam #spokenwordartist #poemsofinstagram #poemsdaily,0.0,0.0,0.0,1.0
14583,"I wish I had access to a studio right now so I could make the 'Bang Bang' remix for these current tragedies
#ahmaudarbery #georgefloyd #breonnataylor #icantbreathe #blacklivesmatter",0.0,0.0,0.0,1.0
14584,"Don't just talk about it...
#blackartist #blackart #blackarts #musician #spokenwordartist #blackbusiness #blackbusinessowner",0.0,0.0,0.0,1.0
14585,"Know who you are! Link to full poem in bio
#blackpride #blackandproud
#blackisbeautiful #blackpower
#blackhistory #africans
#blacklivesmatter",0.0,0.0,0.0,1.0
14586,@ms_music_zoe covering 'Bang Bang',0.0,0.0,0.0,1.0
14587,Do you know who you are???,0.0,0.0,0.0,1.0
14588,At the end of the day... We all need a Saviour,0.0,0.0,0.0,1.0
14589,By the way... These are still available. Purchased yesterday! Hit me up for your copy of my album!,0.0,0.0,0.0,1.0
14590,Bang Bang by Dale AM. On YouTube and all other platforms @_.d.e.j.a__t,0.0,0.0,0.0,1.0
14591,"""... till we're stepping home"" 'Stones' by Dale Honeyghan",0.0,0.0,0.0,1.0
14592,"Adventists for Justice
@gnyc_music 
#blacklivesmatter #georgefloyd #breonnataylor #ahmaudarbery",0.0,0.0,0.0,1.0
14593,"Adventists for Justice
@gnyc_music 
#blacklivesmatter #georgefloyd #breonnataylor #ahmaudarbery",0.0,0.0,0.0,1.0
14594,"God loves Justice! From the Dunamis SDA Church crew 
#blacklivesmatter",0.0,0.0,0.0,1.0
14595,"This one is for anyone dating someone who is just too busy
#timemanagement #timepiece #timeflies #timeless #timeout",0.0,0.0,0.0,1.0
14596,"'Stones' covered by @stevemclearyjr @naj_aae and @geoo.banks Original on YouTube. Stones - Dale Honeyghan
#sextet #reharmonization #reharm",0.0,0.0,0.0,1.0
14597,"Announcement!!! June 21, 2020",0.0,0.0,0.0,1.0
14598,"Though Surrender is no longer an active group, we came together, with the help of my friend @beth_annwilliams to record this project that will be released on YouTube June 21, 2020. 'Thank You for Loving me' 
#gospel #gospelmusic #gospelsingers #songwriter #ministry",0.0,0.0,0.0,1.0
14599,Traditional Thanksgiving 5 mile run,0.0,1.0,1.0,1.0
14600,Just like that...she is 18. ❤️,0.0,1.0,1.0,1.0
14601,#blackouttuesday,0.0,1.0,1.0,1.0
14602,"Celebrating my hard working, intelligent, kind hearted, strong, and beautiful girl turning 15. You are such a force of a young woman and I could not be more proud. Happy Birthday @amelia.__.johnson!",0.0,1.0,1.0,1.0
14603,Why cant I just live in the Alps? #sad #mountains #morzine #beautiful #alps🗻,0.0,1.0,1.0,0.0
14604,"So yeah that was quite a challenge, so happy I managed to make it to the end. #GreatNorthRun",0.0,1.0,1.0,0.0
14605,My body is now starting to hurt. #GreatNorthRun #unfit,0.0,1.0,1.0,0.0
14606,Lac léman is so beautiful,0.0,1.0,1.0,0.0
14607,Leeds cheese festival,0.0,1.0,1.0,0.0
14608,I needed that!,0.0,1.0,1.0,0.0
14609,"Was pushed hard on that one, best pace so far. #running #pushingit #aclrecovery #gettingfit",0.0,1.0,1.0,0.0
14610,#lazycat,0.0,1.0,1.0,0.0
14611,#nfg,0.0,1.0,1.0,0.0
14612,Look who I found! #nycphilharmonic #forceawakens,0.0,1.0,1.0,0.0
14613,Oooooohhhhhh yeah! #nycphilharmonic #forceawakens,0.0,1.0,1.0,0.0
14614,Quick 5k to start the day! #newyork #aclrecovery #damnitshot,0.0,1.0,1.0,0.0
14615,NYPD have upped there game!!,0.0,1.0,1.0,0.0
14616,Go Chargers!!! #metlife #nyc #nfl,0.0,1.0,1.0,0.0
14617,Go Chargers Go! #chargers #metlife,0.0,1.0,1.0,0.0
14618,Aaaand we won!! 27 - 22 Get in!! #gochargers,0.0,1.0,1.0,0.0
14619,I have no idea who this is...,0.0,1.0,1.0,0.0
14620,The city looking pretty special at midnight #nyc #empirestatebuilding #illuminationatnight,0.0,1.0,1.0,0.0
14621,Brooklyn Bridge looking very majestic! #nyc #brooklyn #brooklynbridge,0.0,1.0,1.0,0.0
14622,Wish I was still in #nyc #holidayblues,0.0,1.0,1.0,0.0
14623,Wall-e survived the trip upstairs,0.0,1.0,1.0,0.0
14624,Winter is almost here! So happy to be back on my board!! 🏂❄️🌨️☃️🏔️ @247snowman @kirsty.marson @kbonnerny,0.0,1.0,1.0,0.0
14625,WIP Christmas tree #smellsGood #relaxing #winter,0.0,1.0,1.0,0.0
14626,The finished #Christmas #tree #santaisreal,0.0,1.0,1.0,0.0
14627,Breakfast sandwiches makes Fridays so good!,0.0,1.0,1.0,0.0
14628,If someone will get me that for Christmas I'll love them forever!!!,0.0,1.0,1.0,0.0
14629,This is what we're talking about!! 🏔️🌨️❄️🏂 #morzine #portesdusoleil #snowboarding #winterishere,0.0,1.0,1.0,0.0
14630,Living the dream #christmaspie #wedges #harrogate,0.0,1.0,1.0,0.0
14631,Well this is fun #pixel2 #arcore #arstickers,0.0,1.0,1.0,0.0
14632,Pretty Christmas tree 🎄,0.0,1.0,1.0,0.0
14633,#google latest research app to create a #comic strip from a video is so cool,0.0,1.0,1.0,0.0
14634,Wrapping presents with the #cat #xmas 🐈🎁,0.0,1.0,1.0,0.0
14635,Getting side tracked with #cat #cuddles but leaving her for three weeks so that's ok right? 😻,0.0,1.0,1.0,0.0
14636,"Only a day late due to fog in Manchester, hopefully going to be 3 weeks of #pow pow. #morzine #avoriaz #portesdusoleil #winter 🏂🏔️❄️🌨️",0.0,1.0,1.0,0.0
14637,What a view! #morzine #avoriaz #winter2017  @kirsty.marson,0.0,1.0,1.0,0.0
14638,Not a bad way to spend a Thursday!  #morzine #avoriaz #portesdusoleil #nofilter #bluesky #snowboarding,0.0,1.0,1.0,0.0
14639,"Beautiful place, I'm so lucky!",0.0,1.0,1.0,0.0
14640,Forever waiting 😂🏂,0.0,1.0,1.0,0.0
14641,Wise words from Le Yeti,0.0,1.0,1.0,0.0
14642,Ice bar #igloo #avoriaz,0.0,1.0,1.0,0.0
14643,What a day today is going to be!,0.0,1.0,1.0,0.0
14644,Happy Christmas Eve bitches!! 🤣😂,0.0,1.0,1.0,0.0
14645,The man the legend @247snowman,0.0,1.0,1.0,0.0
14646,Merry Christmas,0.0,1.0,1.0,0.0
14647,One day you could also be this cool 😎 🤣😅🏔️🏂🌨️🎄,0.0,1.0,1.0,0.0
14648,@kirsty.marson getting a quick lesson from @247snowman 🏂🌨️,0.0,1.0,1.0,0.0
14649,Looking good @kirsty.marson ❄️🏂🌨️,0.0,1.0,1.0,0.0
14650,What a beautiful #sunset to finish off #2017 Happy New Year!! 🎇🎉🍻,0.0,1.0,1.0,0.0
14651,"So lucky to start the new year here, 2018 is going to be amazing!!",0.0,1.0,1.0,0.0
14652,And now for lunch! #wastingAway,0.0,1.0,1.0,0.0
14653,Not how I wanted to spend the hump day! #pds #portesdusoleil #closed #nosnowboarding,0.0,1.0,1.0,0.0
14654,Walking around on New Year's day. #morzine #avoriaz #pds #portesdusoleli #winter #snow #hike #beautifulscenery #trees #2018 #hangoverfree,0.0,1.0,1.0,0.0
14655,Happy birthday to me!! 🎉🤣,0.0,1.0,1.0,0.0
14656,Last day on the #mountain then back to the #grind,0.0,1.0,1.0,0.0
14657,Awesome healthy lunch provided by work today #yum #healthy #ffdc #financialforce,0.0,1.0,1.0,0.0
14658,Random little thing protecting my hotel room,0.0,1.0,1.0,0.0
14659,Bring me the meat!!,0.0,1.0,1.0,0.0
14660,Doing the learning,0.0,1.0,1.0,0.0
14661,Totally appropriate birthday card for my 75 year old Nan today right 🙂,0.0,1.0,1.0,0.0
14662,"Quick run after work, good to get back on that outdoor treadmill!! 🏃",0.0,1.0,1.0,0.0
14663,Second day was hard! #gottakeepgoingthough,0.0,1.0,1.0,0.0
14664,This is exactly what I need right now!! #somuchbacon,0.0,1.0,1.0,0.0
14665,Look at the paint job on this cool dude 😎🐑,0.0,1.0,1.0,0.0
14666,"Fondly made it to the top of wetherlam, now for a well deserved cup of tea!",0.0,1.0,1.0,0.0
14667,Top of black sails #timetoheaddown,0.0,1.0,1.0,0.0
14668,Took my mum #hiking up #catbells for #mothersday . I think she enjoyed it. Will have to see if that remains true with the #aches in the morning! #lakedistrict #keswick #hike,0.0,1.0,1.0,0.0
14669,"The famous #farmhouse #pie from the George hotel, get in my belly!!! 😋",0.0,1.0,1.0,0.0
